# Wordlist

# META
@vowels:T V _

# DATA
ID	COGNACY	CONCEPT	COUNTERPART	IPA	DOCULECT	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	CUSTOMID	ALIGNMENT
984	61	skin	кожа	ˈkɔʒə	Bulgarian	ˈk ɔ ʒ ə	1 7 3 7	AXBZ	KUSE	2	2.K.C 2.U.V 2.S.C 2.E.V	2.0 1.5 1.75 0.8	0	572	ˈk ɔ ʒ ə
985	61	skin	кожа	ˈkɔʒə	Macedonian	ˈk ɔ ʒ ə	1 7 3 7	AXBZ	KUSE	6	6.K.C 6.U.V 6.S.C 6.E.V	2.0 1.5 1.75 0.8	0	572	ˈk ɔ ʒ ə
986	61	skin	koža	kôʒa	Serbo-Croatian Latin	k ô ʒ a	1 7 3 7	AXBZ	KUSA	12	12.K.C 12.U.V 12.S.C 12.A.V	2.0 1.5 1.75 0.8	0	572	k ô ʒ a
987	61	skin	кожа	ˈkɔʒə	Serbo-Croatian Cyrillic	ˈk ɔ ʒ ə	1 7 3 7	AXBZ	KUSE	11	11.K.C 11.U.V 11.S.C 11.E.V	2.0 1.5 1.75 0.8	0	572	ˈk ɔ ʒ ə
988	61	skin	koža	kôʒa	Slovene	k ô ʒ a	1 7 3 7	AXBZ	KUSA	14	14.K.C 14.U.V 14.S.C 14.A.V	2.0 1.5 1.75 0.8	0	572	k ô ʒ a
990	61	skin	кожа	ˈkɔʒə	Russian	ˈk ɔ ʒ ə	1 7 3 7	AXBZ	KUSE	9	9.K.C 9.U.V 9.S.C 9.E.V	2.0 1.5 1.75 0.8	0	572	ˈk ɔ ʒ ə
991	61	skin	скора	skɐˈra	Rusyn	s k ɐ ˈr a	3 1 7 5 7	ACYBZ	SKERA	10	10.S.C 10.K.C 10.E.V 10.R.C 10.A.V	2.0 1.5 1.3 1.75 0.8	0	574	s k ɐ ˈr a
#
2577	161	sky	sky	skaɪ	English	s k aɪ	3 1 7	ACZ	SKA	4	4.S.C 4.K.C 4.A.V	2.0 1.5 0.8	0	578	s k aɪ
2578	161	sky	нєбо	ˈnʲebə	Old Church Slavonic	ˈnʲ e b ə	4 7 1 7	AXBZ	NEPE	7	7.N.C 7.E.V 7.P.C 7.E.V	2.0 1.5 1.75 0.8	0	575	ˈnʲ e b ə
2579	161	sky	nebe	ʹnɛbɛ	Czech	ʹn ɛ b ɛ	4 7 1 7	AXBZ	NEPE	3	3.N.C 3.E.V 3.P.C 3.E.V	2.0 1.5 1.75 0.8	0	575	ʹn ɛ b ɛ
2580	161	sky	niebo	ˈɲɛbɔ	Polish	ˈɲ ɛ b ɔ	4 7 1 7	AXBZ	NEPU	8	8.N.C 8.E.V 8.P.C 8.U.V	2.0 1.5 1.75 0.8	0	575	ˈɲ ɛ b ɔ
2581	161	sky	nebo	ˈnɛbo	Slovak	ˈn ɛ b o	4 7 1 7	AXBZ	NEPU	13	13.N.C 13.E.V 13.P.C 13.U.V	2.0 1.5 1.75 0.8	0	575	ˈn ɛ b o
2584	161	sky	небе	nɛˈbɛ	Bulgarian	n ɛ ˈb ɛ	4 7 1 7	AXBZ	NEPE	2	2.N.C 2.E.V 2.P.C 2.E.V	2.0 1.5 1.75 0.8	0	575	n ɛ ˈb ɛ
2585	161	sky	небо	ˈnʲebə	Macedonian	ˈnʲ e b ə	4 7 1 7	AXBZ	NEPE	6	6.N.C 6.E.V 6.P.C 6.E.V	2.0 1.5 1.75 0.8	0	575	ˈnʲ e b ə
2586	161	sky	nebo	ˈnɛbo	Serbo-Croatian Latin	ˈn ɛ b o	4 7 1 7	AXBZ	NEPU	12	12.N.C 12.E.V 12.P.C 12.U.V	2.0 1.5 1.75 0.8	0	575	ˈn ɛ b o
2587	161	sky	небо	ˈnʲebə	Serbo-Croatian Cyrillic	ˈnʲ e b ə	4 7 1 7	AXBZ	NEPE	11	11.N.C 11.E.V 11.P.C 11.E.V	2.0 1.5 1.75 0.8	0	575	ˈnʲ e b ə
2588	161	sky	nebo	ˈnɛbo	Slovene	ˈn ɛ b o	4 7 1 7	AXBZ	NEPU	14	14.N.C 14.E.V 14.P.C 14.U.V	2.0 1.5 1.75 0.8	0	575	ˈn ɛ b o
2589	161	sky	неба	ˈnʲebə	Belarusian	ˈnʲ e b ə	4 7 1 7	AXBZ	NEPE	1	1.N.C 1.E.V 1.P.C 1.E.V	2.0 1.5 1.75 0.8	0	575	ˈnʲ e b ə
2590	161	sky	небо	ˈnʲebə	Russian	ˈnʲ e b ə	4 7 1 7	AXBZ	NEPE	9	9.N.C 9.E.V 9.P.C 9.E.V	2.0 1.5 1.75 0.8	0	575	ˈnʲ e b ə
2591	161	sky	небо	ˈnʲebə	Rusyn	ˈnʲ e b ə	4 7 1 7	AXBZ	NEPE	10	10.N.C 10.E.V 10.P.C 10.E.V	2.0 1.5 1.75 0.8	0	575	ˈnʲ e b ə
2592	161	sky	небо	ˈnʲebə	Ukrainian	ˈnʲ e b ə	4 7 1 7	AXBZ	NEPE	15	15.N.C 15.E.V 15.P.C 15.E.V	2.0 1.5 1.75 0.8	0	575	ˈnʲ e b ə
#
497	31	small	small	smɔːl	English	s m ɔː l	3 4 7 5	ACXN	SMUL	4	4.S.C 4.M.C 4.U.V 4.L.c	2.0 1.5 1.5 0.8	0	579	s m ɔː l - - - - -
499	31	small	malý	mali	Czech	m a l i	4 7 5 7	AXBZ	MALI	3	3.M.C 3.A.V 3.L.C 3.I.V	2.0 1.5 1.75 0.8	0	579	- m a l i - - - -
500	31	small	mały	ˈmawɨ	Polish	ˈm a w ɨ	4 7 6 7	AXBZ	MAWI	8	8.M.C 8.A.V 8.W.C 8.I.V	2.0 1.5 1.75 0.8	0	582	ˈm a w ɨ
501	31	small	malý	mali	Slovak	m a l i	4 7 5 7	AXBZ	MALI	13	13.M.C 13.A.V 13.L.C 13.I.V	2.0 1.5 1.75 0.8	0	579	- m a l i - - - -
502	31	small	mały	ˈmawɨ	Lower Sorbian	ˈm a w ɨ	4 7 6 7	AXBZ	MAWI	5	5.M.C 5.A.V 5.W.C 5.I.V	2.0 1.5 1.75 0.8	0	582	ˈm a w ɨ
503	31	small	mały	ˈmawɨ	Upper Sorbian	ˈm a w ɨ	4 7 6 7	AXBZ	MAWI	16	16.M.C 16.A.V 16.W.C 16.I.V	2.0 1.5 1.75 0.8	0	582	ˈm a w ɨ
504	31	small	малък	ˈmalək	Bulgarian	ˈm a l ə k	4 7 5 7 1	AXBYN	MALEK	2	2.M.C 2.A.V 2.L.C 2.E.V 2.K.c	2.0 1.5 1.75 1.3 0.8	0	579	- ˈm a l ə - k - -
505	31	small	мал	mɑɫ	Macedonian	m ɑ ɫ	4 7 5	AXN	MAL	6	6.M.C 6.A.V 6.L.c	2.0 1.5 0.8	0	579	- m ɑ ɫ - - - - -
506	31	small	mȃl	mal	Serbo-Croatian Latin	m a l	4 7 5	AXN	MAL	12	12.M.C 12.A.V 12.L.c	2.0 1.5 0.8	0	579	- m a l - - - - -
507	31	small	ма̑л	mɑɫ	Serbo-Croatian Cyrillic	m ɑ ɫ	4 7 5	AXN	MAL	11	11.M.C 11.A.V 11.L.c	2.0 1.5 0.8	0	579	- m ɑ ɫ - - - - -
508	31	small	majhen	ˈmáːjxən	Slovene	ˈm áː j x ə n	4 7 6 3 7 4	AXMBYN	MAJGEN	14	14.M.C 14.A.V 14.J.c 14.G.C 14.E.V 14.N.c	2.0 1.5 1.1 1.75 1.3 0.8	0	590	ˈm áː j x ə n
510	31	small	маленький	ˈmalʲɪnʲkʲɪj	Russian	ˈm a lʲ ɪ nʲ kʲ ɪ j	4 7 5 7 4 1 7 6	AXBYMBYN	MALINKIJ	9	9.M.C 9.A.V 9.L.C 9.I.V 9.N.c 9.K.C 9.I.V 9.J.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	0	579	- ˈm a lʲ ɪ nʲ kʲ ɪ j
511	31	small	малый	ˈmalɨj	Rusyn	ˈm a l ɨ j	4 7 5 7 6	AXBYN	MALIJ	10	10.M.C 10.A.V 10.L.C 10.I.V 10.J.c	2.0 1.5 1.75 1.3 0.8	0	579	- ˈm a l ɨ - - - j
512	31	small	маленький	ˈmalʲɪnʲkʲɪj	Ukrainian	ˈm a lʲ ɪ nʲ kʲ ɪ j	4 7 5 7 4 1 7 6	AXBYMBYN	MALINKIJ	15	15.M.C 15.A.V 15.L.C 15.I.V 15.N.c 15.K.C 15.I.V 15.J.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	0	579	- ˈm a lʲ ɪ nʲ kʲ ɪ j
#
2641	165	smoke	smoke	sməʊk	English	s m əʊ k	3 4 7 1	ACXN	SMEK	4	4.S.C 4.M.C 4.E.V 4.K.c	2.0 1.5 1.5 0.8	0	594	s m əʊ k
2643	165	smoke	kouř	ˈkour	Czech	ˈk ou r	1 7 5	AXN	KUR	3	3.K.C 3.U.V 3.R.c	2.0 1.5 0.8	0	593	ˈk ou r
2644	165	smoke	dym	dɨm	Polish	d ɨ m	1 7 4	AXN	TIM	8	8.T.C 8.I.V 8.M.c	2.0 1.5 0.8	0	591	d ɨ m
2645	165	smoke	dym	dɨm	Slovak	d ɨ m	1 7 4	AXN	TIM	13	13.T.C 13.I.V 13.M.c	2.0 1.5 0.8	0	591	d ɨ m
2646	165	smoke	dym	dɨm	Lower Sorbian	d ɨ m	1 7 4	AXN	TIM	5	5.T.C 5.I.V 5.M.c	2.0 1.5 0.8	0	591	d ɨ m
2647	165	smoke	kur	ˈkur	Upper Sorbian	ˈk u r	1 7 5	AXN	KYR	16	16.K.C 16.Y.V 16.R.c	2.0 1.5 0.8	0	593	ˈk u r
2648	165	smoke	пушек	ˈpuʂɨk	Bulgarian	ˈp u ʂ ɨ k	1 7 3 7 1	AXBYN	PYSIK	2	2.P.C 2.Y.V 2.S.C 2.I.V 2.K.c	2.0 1.5 1.75 1.3 0.8	0	592	ˈp u ʂ ɨ k
2649	165	smoke	дим	dîm	Macedonian	d î m	1 7 4	AXN	TIM	6	6.T.C 6.I.V 6.M.c	2.0 1.5 0.8	0	591	d î m
2650	165	smoke	dim	dɪm	Serbo-Croatian Latin	d ɪ m	1 7 4	AXN	TIM	12	12.T.C 12.I.V 12.M.c	2.0 1.5 0.8	0	591	d ɪ m
2651	165	smoke	дим	dîm	Serbo-Croatian Cyrillic	d î m	1 7 4	AXN	TIM	11	11.T.C 11.I.V 11.M.c	2.0 1.5 0.8	0	591	d î m
2652	165	smoke	dim	dɪm	Slovene	d ɪ m	1 7 4	AXN	TIM	14	14.T.C 14.I.V 14.M.c	2.0 1.5 0.8	0	591	d ɪ m
2653	165	smoke	дым	dɯm	Belarusian	d ɯ m	1 7 4	AXN	TIM	1	1.T.C 1.I.V 1.M.c	2.0 1.5 0.8	0	591	d ɯ m
2654	165	smoke	дым	dɯm	Russian	d ɯ m	1 7 4	AXN	TIM	9	9.T.C 9.I.V 9.M.c	2.0 1.5 0.8	0	591	d ɯ m
2655	165	smoke	дым	dɯm	Rusyn	d ɯ m	1 7 4	AXN	TIM	10	10.T.C 10.I.V 10.M.c	2.0 1.5 0.8	0	591	d ɯ m
2656	165	smoke	дим	dîm	Ukrainian	d î m	1 7 4	AXN	TIM	15	15.T.C 15.I.V 15.M.c	2.0 1.5 0.8	0	591	d î m
#
3073	192	smooth	smooth	smuːð	English	s m uː ð	3 4 7 3	ACXN	SMYD	4	4.S.C 4.M.C 4.Y.V 4.D.c	2.0 1.5 1.5 0.8	0	595	s m uː ð
3076	192	smooth	gładki	ˈɡwatkʲi	Polish	ˈɡ w a t kʲ i	1 6 7 1 1 7	ACXMBZ	KWATKI	8	8.K.C 8.W.C 8.A.V 8.T.c 8.K.C 8.I.V	2.0 1.5 1.5 1.1 1.75 0.8	0	596	ˈɡ w a t - kʲ i -
3078	192	smooth	gładki	ˈɡwatkʲi	Lower Sorbian	ˈɡ w a t kʲ i	1 6 7 1 1 7	ACXMBZ	KWATKI	5	5.K.C 5.W.C 5.A.V 5.T.c 5.K.C 5.I.V	2.0 1.5 1.5 1.1 1.75 0.8	0	596	ˈɡ w a t - kʲ i -
3082	192	smooth	gladak	ɡlâdak	Serbo-Croatian Latin	ɡ l â d a k	1 5 7 1 7 1	ACXBYN	KLATAK	12	12.K.C 12.L.C 12.A.V 12.T.C 12.A.V 12.K.c	2.0 1.5 1.5 1.75 1.3 0.8	0	596	ɡ l â d a k - -
3083	192	smooth	гладак	ɡlâdak	Serbo-Croatian Cyrillic	ɡ l â d a k	1 5 7 1 7 1	ACXBYN	KLATAK	11	11.K.C 11.L.C 11.A.V 11.T.C 11.A.V 11.K.c	2.0 1.5 1.5 1.75 1.3 0.8	0	596	ɡ l â d a k - -
3086	192	smooth	гладкий	ˈɡlatkʲɪj	Russian	ˈɡ l a t kʲ ɪ j	1 5 7 1 1 7 6	ACXMBYN	KLATKIJ	9	9.K.C 9.L.C 9.A.V 9.T.c 9.K.C 9.I.V 9.J.c	2.0 1.5 1.5 1.1 1.75 1.3 0.8	0	596	ˈɡ l a t - kʲ ɪ j
#
769	48	snake	snake	ˈsneɪk	English	ˈs n eɪ k	3 4 7 1	ACXN	SNEK	4	4.S.C 4.N.C 4.E.V 4.K.c	2.0 1.5 1.5 0.8	0	599	ˈs n eɪ k
771	48	snake	had	hæd	Czech	h æ d	3 7 1	AXN	HET	3	3.H.C 3.E.V 3.T.c	2.0 1.5 0.8	0	598	h æ d
772	48	snake	wąż	vɔwʂ	Polish	v ɔ w ʂ	3 7 6 3	AXLN	BUWS	8	8.B.C 8.U.V 8.W.c 8.S.c	2.0 1.5 1.1 0.8	0	602	v ɔ w ʂ
773	48	snake	had	hæd	Slovak	h æ d	3 7 1	AXN	HET	13	13.H.C 13.E.V 13.T.c	2.0 1.5 0.8	0	598	h æ d
774	48	snake	wuž	uʃ	Lower Sorbian	u ʃ	7 3	XN	YS	5	5.Y.V 5.S.c	1.5 0.8	0	600	u ʃ
775	48	snake	had	hæd	Upper Sorbian	h æ d	3 7 1	AXN	HET	16	16.H.C 16.E.V 16.T.c	2.0 1.5 0.8	0	598	h æ d
776	48	snake	змия	zmiˈja	Bulgarian	z m i ˈj a	3 4 7 6 7	ACXBZ	SMIJA	2	2.S.C 2.M.C 2.I.V 2.J.C 2.A.V	2.0 1.5 1.5 1.75 0.8	0	597	z m i ˈj a
777	48	snake	змија	zmǐja	Macedonian	z m ǐ j a	3 4 7 6 7	ACXBZ	SMIJA	6	6.S.C 6.M.C 6.I.V 6.J.C 6.A.V	2.0 1.5 1.5 1.75 0.8	0	597	z m ǐ j a
778	48	snake	zmija	ˈzmʲija	Serbo-Croatian Latin	ˈz mʲ i j a	3 4 7 6 7	ACXBZ	SMIJA	12	12.S.C 12.M.C 12.I.V 12.J.C 12.A.V	2.0 1.5 1.5 1.75 0.8	0	597	ˈz mʲ i j a
779	48	snake	змија	zmǐja	Serbo-Croatian Cyrillic	z m ǐ j a	3 4 7 6 7	ACXBZ	SMIJA	11	11.S.C 11.M.C 11.I.V 11.J.C 11.A.V	2.0 1.5 1.5 1.75 0.8	0	597	z m ǐ j a
780	48	snake	kača	ˈkàːtʃa	Slovene	ˈk àː t ʃ a	1 7 1 3 7	AXBCZ	KATSA	14	14.K.C 14.A.V 14.T.C 14.S.C 14.A.V	2.0 1.5 1.75 1.5 0.8	0	604	ˈk àː t - ʃ a
782	48	snake	змея	zmʲɪˈja	Russian	z mʲ ɪ ˈj a	3 4 7 6 7	ACXBZ	SMIJA	9	9.S.C 9.M.C 9.I.V 9.J.C 9.A.V	2.0 1.5 1.5 1.75 0.8	0	597	z mʲ ɪ ˈj a
783	48	snake	гад	ɡat	Rusyn	ɡ a t	1 7 1	AXN	KAT	10	10.K.C 10.A.V 10.T.c	2.0 1.5 0.8	0	604	ɡ a t - - -
784	48	snake	гадюка	ɡɐˈdʲukə	Ukrainian	ɡ ɐ ˈdʲ u k ə	1 7 1 7 1 7	AXBYBZ	KETYKE	15	15.K.C 15.E.V 15.T.C 15.Y.V 15.K.C 15.E.V	2.0 1.5 1.75 1.3 1.75 0.8	0	604	ɡ ɐ ˈdʲ u k ə
#
2609	163	snow	snow	snəʊ	English	s n əʊ	3 4 7	ACX	SNE	4	4.S.C 4.N.C 4.E.V	2.0 1.5 1.5	0	605	s n əʊ -
2610	163	snow	снѣгъ	sʲnʲek	Old Church Slavonic	sʲ nʲ e k	3 4 7 1	ACXN	SNEK	7	7.S.C 7.N.C 7.E.V 7.K.c	2.0 1.5 1.5 0.8	0	605	sʲ nʲ e k
2611	163	snow	sníh	sɲiːx	Czech	s ɲ iː x	3 4 7 3	ACXN	SNIG	3	3.S.C 3.N.C 3.I.V 3.G.c	2.0 1.5 1.5 0.8	0	605	s ɲ iː x
2612	163	snow	śnieg	ɕɲɛk	Polish	ɕ ɲ ɛ k	3 4 7 1	ACXN	SNEK	8	8.S.C 8.N.C 8.E.V 8.K.c	2.0 1.5 1.5 0.8	0	605	ɕ ɲ ɛ k
2613	163	snow	sneh	ˈsɲɛx	Slovak	ˈs ɲ ɛ x	3 4 7 3	ACXN	SNEG	13	13.S.C 13.N.C 13.E.V 13.G.c	2.0 1.5 1.5 0.8	0	605	ˈs ɲ ɛ x
2614	163	snow	sněg	snʲiɪk	Lower Sorbian	s nʲ iɪ k	3 4 7 1	ACXN	SNIK	5	5.S.C 5.N.C 5.I.V 5.K.c	2.0 1.5 1.5 0.8	0	605	s nʲ iɪ k
2616	163	snow	сняг	snʲak	Bulgarian	s nʲ a k	3 4 7 1	ACXN	SNAK	2	2.S.C 2.N.C 2.A.V 2.K.c	2.0 1.5 1.5 0.8	0	605	s nʲ a k
2617	163	snow	снег	sʲnʲek	Macedonian	sʲ nʲ e k	3 4 7 1	ACXN	SNEK	6	6.S.C 6.N.C 6.E.V 6.K.c	2.0 1.5 1.5 0.8	0	605	sʲ nʲ e k
2618	163	snow	sneg	ˈsnéːk	Serbo-Croatian Latin	ˈs n éː k	3 4 7 1	ACXN	SNEK	12	12.S.C 12.N.C 12.E.V 12.K.c	2.0 1.5 1.5 0.8	0	605	ˈs n éː k
2619	163	snow	снег	sʲnʲek	Serbo-Croatian Cyrillic	sʲ nʲ e k	3 4 7 1	ACXN	SNEK	11	11.S.C 11.N.C 11.E.V 11.K.c	2.0 1.5 1.5 0.8	0	605	sʲ nʲ e k
2620	163	snow	sneg	ˈsnéːk	Slovene	ˈs n éː k	3 4 7 1	ACXN	SNEK	14	14.S.C 14.N.C 14.E.V 14.K.c	2.0 1.5 1.5 0.8	0	605	ˈs n éː k
2621	163	snow	снег	sʲnʲek	Belarusian	sʲ nʲ e k	3 4 7 1	ACXN	SNEK	1	1.S.C 1.N.C 1.E.V 1.K.c	2.0 1.5 1.5 0.8	0	605	sʲ nʲ e k
2622	163	snow	снег	sʲnʲek	Russian	sʲ nʲ e k	3 4 7 1	ACXN	SNEK	9	9.S.C 9.N.C 9.E.V 9.K.c	2.0 1.5 1.5 0.8	0	605	sʲ nʲ e k
2624	163	snow	сніг	ˈsʲnʲiɦ	Ukrainian	ˈsʲ nʲ i ɦ	3 4 7 3	ACXN	SNIH	15	15.S.C 15.N.C 15.I.V 15.H.c	2.0 1.5 1.5 0.8	0	605	ˈsʲ nʲ i ɦ
#
289	18	some	some	sʌm	English	s ʌ m	3 7 4	AXN	SEM	4	4.S.C 4.E.V 4.M.c	2.0 1.5 0.8	0	607	s ʌ m
291	18	some	několik	ˈɲɛkolɪk	Czech	ˈɲ ɛ k o l ɪ k	4 7 1 7 5 7 1	AXBYBYN	NEKULIK	3	3.N.C 3.E.V 3.K.C 3.U.V 3.L.C 3.I.V 3.K.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	606	ˈɲ ɛ - k o l ɪ k -
292	18	some	trochę	ˈtrɔxɛ	Polish	ˈt r ɔ x ɛ	1 5 7 3 7	ACXBZ	TRUGE	8	8.T.C 8.R.C 8.U.V 8.G.C 8.E.V	2.0 1.5 1.5 1.75 0.8	0	610	ˈt r ɔ x ɛ
293	18	some	niekoľko	ˈɲiɛkɔʎkɔ	Slovak	ˈɲ iɛ k ɔ ʎ k ɔ	4 7 1 7 5 1 7	AXBYMBZ	NIKULKU	13	13.N.C 13.I.V 13.K.C 13.U.V 13.L.c 13.K.C 13.U.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	0	606	ˈɲ iɛ - k ɔ ʎ - k ɔ
294	18	some	někotary	ˈnʲiɪkɔtarɨ	Lower Sorbian	ˈnʲ iɪ k ɔ t a r ɨ	4 7 1 7 1 7 5 7	AXBYBYBZ	NIKUTARI	5	5.N.C 5.I.V 5.K.C 5.U.V 5.T.C 5.A.V 5.R.C 5.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	606	ˈnʲ iɪ - k ɔ t a r ɨ
297	18	some	неколку	ˈnɛkɔlku	Macedonian	ˈn ɛ k ɔ l k u	4 7 1 7 5 1 7	AXBYMBZ	NEKULKY	6	6.N.C 6.E.V 6.K.C 6.U.V 6.L.c 6.K.C 6.Y.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	0	606	ˈn ɛ - k ɔ l - k u
298	18	some	nekoliko	nêkoliko	Serbo-Croatian Latin	n ê k o l i k o	4 7 1 7 5 7 1 7	AXBYBYBZ	NEKULIKU	12	12.N.C 12.E.V 12.K.C 12.U.V 12.L.C 12.I.V 12.K.C 12.U.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	606	n ê - k o l i k o
299	18	some	неколико	nêkoliko	Serbo-Croatian Cyrillic	n ê k o l i k o	4 7 1 7 5 7 1 7	AXBYBYBZ	NEKULIKU	11	11.N.C 11.E.V 11.K.C 11.U.V 11.L.C 11.I.V 11.K.C 11.U.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	606	n ê - k o l i k o
300	18	some	nekoliko	nêkoliko	Slovene	n ê k o l i k o	4 7 1 7 5 7 1 7	AXBYBYBZ	NEKULIKU	14	14.N.C 14.E.V 14.K.C 14.U.V 14.L.C 14.I.V 14.K.C 14.U.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	606	n ê - k o l i k o
302	18	some	несколько	ˈnʲeskəlʲkə	Russian	ˈnʲ e s k ə lʲ k ə	4 7 3 1 7 5 1 7	AXMBYMBZ	NESKELKE	9	9.N.C 9.E.V 9.S.c 9.K.C 9.E.V 9.L.c 9.K.C 9.E.V	2.0 1.5 1.1 1.75 1.3 1.1 1.75 0.8	0	606	ˈnʲ e s k ə lʲ - k ə
#
2369	148	star	star	stɑɹ	English	s t ɑ ɹ	3 1 7 5	ACYN	STAR	4	4.S.C 4.T.C 4.A.V 4.R.c	2.0 1.5 1.3 0.8	0	613	s t ɑ ɹ
2371	148	star	hvězda	ʹɦvjɛzda	Czech	ʹɦ v j ɛ z d a	3 3 6 7 3 1 7	ACCYMBZ	HBJESTA	3	3.H.C 3.B.C 3.J.C 3.E.V 3.S.c 3.T.C 3.A.V	2.0 1.5 1.5 1.3 1.1 1.75 0.8	0	612	- ʹɦ v j ɛ z d a
2372	148	star	gwiazda	ˈɡvʲazda	Polish	ˈɡ vʲ a z d a	1 3 7 3 1 7	ACXMBZ	KBASTA	8	8.K.C 8.B.C 8.A.V 8.S.c 8.T.C 8.A.V	2.0 1.5 1.5 1.1 1.75 0.8	0	612	- ˈɡ vʲ - a z d a
2373	148	star	hviezda	ˈɦviɛzda	Slovak	ˈɦ v iɛ z d a	3 3 7 3 1 7	ACYMBZ	HBISTA	13	13.H.C 13.B.C 13.I.V 13.S.c 13.T.C 13.A.V	2.0 1.5 1.3 1.1 1.75 0.8	0	612	- ˈɦ v - iɛ z d a
2374	148	star	gwězda	ˈɡvʲiɪzda	Lower Sorbian	ˈɡ vʲ iɪ z d a	1 3 7 3 1 7	ACXMBZ	KBISTA	5	5.K.C 5.B.C 5.I.V 5.S.c 5.T.C 5.A.V	2.0 1.5 1.5 1.1 1.75 0.8	0	612	- ˈɡ vʲ - iɪ z d a
2376	148	star	звезда	zvɛzˈda	Bulgarian	z v ɛ z ˈd a	3 3 7 3 1 7	ACYMBZ	SBESTA	2	2.S.C 2.B.C 2.E.V 2.S.c 2.T.C 2.A.V	2.0 1.5 1.3 1.1 1.75 0.8	0	612	- z v - ɛ z ˈd a
2377	148	star	ѕвезда	ˈdzvɛzda	Macedonian	ˈd z v ɛ z d a	1 3 3 7 3 1 7	ACBXMBZ	TSBESTA	6	6.T.C 6.S.C 6.B.C 6.E.V 6.S.c 6.T.C 6.A.V	2.0 1.5 1.75 1.5 1.1 1.75 0.8	0	612	ˈd z v - ɛ z d a
2378	148	star	zvezda	zʋěːzda	Serbo-Croatian Latin	z ʋ ěː z d a	3 6 7 3 1 7	ACXMBZ	SWESTA	12	12.S.C 12.W.C 12.E.V 12.S.c 12.T.C 12.A.V	2.0 1.5 1.5 1.1 1.75 0.8	0	612	- z ʋ - ěː z d a
2379	148	star	звезда	zvɛzˈda	Serbo-Croatian Cyrillic	z v ɛ z ˈd a	3 3 7 3 1 7	ACYMBZ	SBESTA	11	11.S.C 11.B.C 11.E.V 11.S.c 11.T.C 11.A.V	2.0 1.5 1.3 1.1 1.75 0.8	0	612	- z v - ɛ z ˈd a
2380	148	star	zvezda	zʋěːzda	Slovene	z ʋ ěː z d a	3 6 7 3 1 7	ACXMBZ	SWESTA	14	14.S.C 14.W.C 14.E.V 14.S.c 14.T.C 14.A.V	2.0 1.5 1.5 1.1 1.75 0.8	0	612	- z ʋ - ěː z d a
2382	148	star	звезда	zvɛzˈda	Russian	z v ɛ z ˈd a	3 3 7 3 1 7	ACYMBZ	SBESTA	9	9.S.C 9.B.C 9.E.V 9.S.c 9.T.C 9.A.V	2.0 1.5 1.3 1.1 1.75 0.8	0	612	- z v - ɛ z ˈd a
#
833	52	stick	stick	stɪk	English	s t ɪ k	3 1 7 1	ACYN	STIK	4	4.S.C 4.T.C 4.I.V 4.K.c	2.0 1.5 1.3 0.8	0	616	s t ɪ k
834	52	stick	палица	ˈpalʲɪtsə	Old Church Slavonic	ˈp a lʲ ɪ t s ə	1 7 5 7 1 3 7	AXBYBCZ	PALITSE	7	7.P.C 7.A.V 7.L.C 7.I.V 7.T.C 7.S.C 7.E.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	0	619	ˈp a lʲ ɪ t s ə
835	52	stick	hůl	ɦuːl	Czech	ɦ uː l	3 7 5	AXN	HYL	3	3.H.C 3.Y.V 3.L.c	2.0 1.5 0.8	0	615	ɦ uː l
836	52	stick	patyk	ˈpatɨk	Polish	ˈp a t ɨ k	1 7 1 7 1	AXBYN	PATIK	8	8.P.C 8.A.V 8.T.C 8.I.V 8.K.c	2.0 1.5 1.75 1.3 0.8	0	620	ˈp a t ɨ k
837	52	stick	palica	ˈpalʲitsa	Slovak	ˈp a lʲ i t s a	1 7 5 7 1 3 7	AXBYBCZ	PALITSA	13	13.P.C 13.A.V 13.L.C 13.I.V 13.T.C 13.S.C 13.A.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	0	619	ˈp a lʲ i t s a
838	52	stick	kij	kij	Lower Sorbian	k i j	1 7 6	AXN	KIJ	5	5.K.C 5.I.V 5.J.c	2.0 1.5 0.8	0	617	k i j
839	52	stick	kij	kij	Upper Sorbian	k i j	1 7 6	AXN	KIJ	16	16.K.C 16.I.V 16.J.c	2.0 1.5 0.8	0	617	k i j
840	52	stick	палка	ˈpalkə	Bulgarian	ˈp a l k ə	1 7 5 1 7	AXMBZ	PALKE	2	2.P.C 2.A.V 2.L.c 2.K.C 2.E.V	2.0 1.5 1.1 1.75 0.8	0	614	ˈp a l k ə
