# Wordlist

# META
@vowels:T V _

# DATA
ID	COGNACY	CONCEPT	COUNTERPART	IPA	DOCULECT	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	CUSTOMID	ALIGNMENT
2454	153	sea	mórjo	ˈmɨrʲɔ	Lower Sorbian	ˈm ɨ rʲ ɔ	4 7 5 7	AXBZ	mIro	5	5.m.C 5.I.V 5.r.C 5.o.V	2.0 1.5 1.75 0.8	0	574	ˈm ɨ rʲ - ɔ
2456	153	sea	море	moˈrɛ	Bulgarian	m o ˈr ɛ	4 7 5 7	AXBZ	morE	2	2.m.C 2.o.V 2.r.C 2.E.V	2.0 1.5 1.75 0.8	0	574	m o ˈr - ɛ
2457	153	sea	море	moˈrɛ	Macedonian	m o ˈr ɛ	4 7 5 7	AXBZ	morE	6	6.m.C 6.o.V 6.r.C 6.E.V	2.0 1.5 1.75 0.8	0	574	m o ˈr - ɛ
2458	153	sea	more	ˈmɔː	Serbo-Croatian Latin	ˈm ɔː	4 7	AX	mo	12	12.m.C 12.o.V	2.0 1.5	0	574	ˈm ɔː - - -
2459	153	sea	море	moˈrɛ	Serbo-Croatian Cyrillic	m o ˈr ɛ	4 7 5 7	AXBZ	morE	11	11.m.C 11.o.V 11.r.C 11.E.V	2.0 1.5 1.75 0.8	0	574	m o ˈr - ɛ
2460	153	sea	morje	ˈmóːrjɛ	Slovene	ˈm óː r j ɛ	4 7 5 6 7	AXBCZ	moryE	14	14.m.C 14.o.V 14.r.C 14.y.C 14.E.V	2.0 1.5 1.75 1.5 0.8	0	574	ˈm óː r j ɛ
2461	153	sea	мора	ˈmɔra	Belarusian	ˈm ɔ r a	4 7 5 7	AXBZ	mora	1	1.m.C 1.o.V 1.r.C 1.a.V	2.0 1.5 1.75 0.8	0	574	ˈm ɔ r - a
2462	153	sea	море	moˈrɛ	Russian	m o ˈr ɛ	4 7 5 7	AXBZ	morE	9	9.m.C 9.o.V 9.r.C 9.E.V	2.0 1.5 1.75 0.8	0	574	m o ˈr - ɛ
2463	153	sea	море	moˈrɛ	Rusyn	m o ˈr ɛ	4 7 5 7	AXBZ	morE	10	10.m.C 10.o.V 10.r.C 10.E.V	2.0 1.5 1.75 0.8	0	574	m o ˈr - ɛ
2464	153	sea	море	moˈrɛ	Ukrainian	m o ˈr ɛ	4 7 5 7	AXBZ	morE	15	15.m.C 15.o.V 15.r.C 15.E.V	2.0 1.5 1.75 0.8	0	574	m o ˈr - ɛ
#
865	54	seed	seed	siːd	English	s iː d	3 7 1	AXN	sid	4	4.s.C 4.i.V 4.d.c	2.0 1.5 0.8	0	580	s iː d
867	54	seed	semeno	ˈsɛmɛnɔ	Czech	ˈs ɛ m ɛ n ɔ	3 7 4 7 4 7	AXBYBZ	sEmEno	3	3.s.C 3.E.V 3.m.C 3.E.V 3.n.C 3.o.V	2.0 1.5 1.75 1.3 1.75 0.8	0	578	ˈs ɛ m ɛ n ɔ
869	54	seed	semeno	ˈsɛmɛnɔ	Slovak	ˈs ɛ m ɛ n ɔ	3 7 4 7 4 7	AXBYBZ	sEmEno	13	13.s.C 13.E.V 13.m.C 13.E.V 13.n.C 13.o.V	2.0 1.5 1.75 1.3 1.75 0.8	0	578	ˈs ɛ m ɛ n ɔ
870	54	seed	semje	ˈsɛmʲɛ	Lower Sorbian	ˈs ɛ mʲ ɛ	3 7 4 7	AXBZ	sEmE	5	5.s.C 5.E.V 5.m.C 5.E.V	2.0 1.5 1.75 0.8	0	578	ˈs ɛ mʲ - - ɛ
872	54	seed	семе	ˈsɛmɛ	Bulgarian	ˈs ɛ m ɛ	3 7 4 7	AXBZ	sEmE	2	2.s.C 2.E.V 2.m.C 2.E.V	2.0 1.5 1.75 0.8	0	578	ˈs ɛ m - - ɛ
873	54	seed	семе	ˈsɛmɛ	Macedonian	ˈs ɛ m ɛ	3 7 4 7	AXBZ	sEmE	6	6.s.C 6.E.V 6.m.C 6.E.V	2.0 1.5 1.75 0.8	0	578	ˈs ɛ m - - ɛ
874	54	seed	seme	siːm	Serbo-Croatian Latin	s iː m	3 7 4	AXN	sim	12	12.s.C 12.i.V 12.m.c	2.0 1.5 0.8	0	578	s iː m - - -
875	54	seed	семе	ˈsɛmɛ	Serbo-Croatian Cyrillic	ˈs ɛ m ɛ	3 7 4 7	AXBZ	sEmE	11	11.s.C 11.E.V 11.m.C 11.E.V	2.0 1.5 1.75 0.8	0	578	ˈs ɛ m - - ɛ
876	54	seed	seme	siːm	Slovene	s iː m	3 7 4	AXN	sim	14	14.s.C 14.i.V 14.m.c	2.0 1.5 0.8	0	578	s iː m - - -
878	54	seed	семя	ˈsʲemʲə	Russian	ˈsʲ e mʲ ə	3 7 4 7	AXBZ	semI	9	9.s.C 9.e.V 9.m.C 9.I.V	2.0 1.5 1.75 0.8	0	578	ˈsʲ e mʲ - - ə
880	54	seed	насіння	nɑˈsinʲːɑ	Ukrainian	n ɑ ˈs i nʲː ɑ	4 7 3 7 4 7	AXBYBZ	nosino	15	15.n.C 15.o.V 15.s.C 15.i.V 15.n.C 15.o.V	2.0 1.5 1.75 1.3 1.75 0.8	0	588	n ɑ ˈs i nʲː ɑ
#
3041	190	sharp	sharp	ʃɑɹp	English	ʃ ɑ ɹ p	3 7 5 1	AXLN	Sorp	4	4.S.C 4.o.V 4.r.c 4.p.c	2.0 1.5 1.1 0.8	0	589	ʃ ɑ ɹ p
3044	190	sharp	ostry	ˈɔstrɨ	Polish	ˈɔ s t r ɨ	7 3 1 5 7	XMBCZ	ostrI	8	8.o.V 8.s.c 8.t.C 8.r.C 8.I.V	1.5 1.1 1.75 1.5 0.8	0	591	ˈɔ s t - r ɨ -
3046	190	sharp	wótšy	ˈwɨtʃɨ	Lower Sorbian	ˈw ɨ t ʃ ɨ	6 7 1 3 7	AXBCZ	wItSI	5	5.w.C 5.I.V 5.t.C 5.S.C 5.I.V	2.0 1.5 1.75 1.5 0.8	0	590	ˈw ɨ t ʃ ɨ
3050	190	sharp	oštar	ôʃtar	Serbo-Croatian Latin	ô ʃ t a r	7 3 1 7 5	XMBYN	oStar	12	12.o.V 12.S.c 12.t.C 12.a.V 12.r.c	1.5 1.1 1.75 1.3 0.8	0	591	ô ʃ t a r - -
3051	190	sharp	оштар	ôʃtar	Serbo-Croatian Cyrillic	ô ʃ t a r	7 3 1 7 5	XMBYN	oStar	11	11.o.V 11.S.c 11.t.C 11.a.V 11.r.c	1.5 1.1 1.75 1.3 0.8	0	591	ô ʃ t a r - -
3052	190	sharp	oster	ˈòːstər	Slovene	ˈòː s t ə r	7 3 1 7 5	XMBYN	ostIr	14	14.o.V 14.s.c 14.t.C 14.I.V 14.r.c	1.5 1.1 1.75 1.3 0.8	0	591	ˈòː s t ə r - -
3054	190	sharp	острый	ˈostrɨj	Russian	ˈo s t r ɨ j	7 3 1 5 7 6	XMBCYN	ostrIy	9	9.o.V 9.s.c 9.t.C 9.r.C 9.I.V 9.y.c	1.5 1.1 1.75 1.5 1.3 0.8	0	591	ˈo s t - r ɨ j
3055	190	sharp	острый	ˈostrɨj	Rusyn	ˈo s t r ɨ j	7 3 1 5 7 6	XMBCYN	ostrIy	10	10.o.V 10.s.c 10.t.C 10.r.C 10.I.V 10.y.c	1.5 1.1 1.75 1.5 1.3 0.8	0	591	ˈo s t - r ɨ j
#
513	32	short	short	ʃɔːt	English	ʃ ɔː t	3 7 1	AXN	Sot	4	4.S.C 4.o.V 4.t.c	2.0 1.5 0.8	0	594	ʃ ɔː t
515	32	short	krátký	kratki	Czech	k r a t k i	1 5 7 1 1 7	ACXMBZ	kratki	3	3.k.C 3.r.C 3.a.V 3.t.c 3.k.C 3.i.V	2.0 1.5 1.5 1.1 1.75 0.8	0	593	k - r a t - k i -
516	32	short	krótki	ˈkrutkʲi	Polish	ˈk r u t kʲ i	1 5 7 1 1 7	ACXMBZ	krutki	8	8.k.C 8.r.C 8.u.V 8.t.c 8.k.C 8.i.V	2.0 1.5 1.5 1.1 1.75 0.8	0	593	ˈk - r u t - kʲ i -
517	32	short	krátky	ˈkraːtki	Slovak	ˈk r aː t k i	1 5 7 1 1 7	ACXMBZ	kratki	13	13.k.C 13.r.C 13.a.V 13.t.c 13.k.C 13.i.V	2.0 1.5 1.5 1.1 1.75 0.8	0	593	ˈk - r aː t - k i -
518	32	short	krotki	ˈkrɔtkʲi	Lower Sorbian	ˈk r ɔ t kʲ i	1 5 7 1 1 7	ACXMBZ	krotki	5	5.k.C 5.r.C 5.o.V 5.t.c 5.k.C 5.i.V	2.0 1.5 1.5 1.1 1.75 0.8	0	593	ˈk - r ɔ t - kʲ i -
519	32	short	krótki	ˈkrutkʲi	Upper Sorbian	ˈk r u t kʲ i	1 5 7 1 1 7	ACXMBZ	krutki	16	16.k.C 16.r.C 16.u.V 16.t.c 16.k.C 16.i.V	2.0 1.5 1.5 1.1 1.75 0.8	0	593	ˈk - r u t - kʲ i -
520	32	short	къс	ˈkɤs	Bulgarian	ˈk ɤ s	1 7 3	AXN	kos	2	2.k.C 2.o.V 2.s.c	2.0 1.5 0.8	0	592	ˈk ɤ s
521	32	short	кус	kus	Macedonian	k u s	1 7 3	AXN	kus	6	6.k.C 6.u.V 6.s.c	2.0 1.5 0.8	0	592	k u s
522	32	short	kratak	krǎtak	Serbo-Croatian Latin	k r ǎ t a k	1 5 7 1 7 1	ACXBYN	kratak	12	12.k.C 12.r.C 12.a.V 12.t.C 12.a.V 12.k.c	2.0 1.5 1.5 1.75 1.3 0.8	0	593	k - r ǎ t a k - -
523	32	short	кратак	krǎtak	Serbo-Croatian Cyrillic	k r ǎ t a k	1 5 7 1 7 1	ACXBYN	kratak	11	11.k.C 11.r.C 11.a.V 11.t.C 11.a.V 11.k.c	2.0 1.5 1.5 1.75 1.3 0.8	0	593	k - r ǎ t a k - -
524	32	short	kratek	ˈkràːtək	Slovene	ˈk r àː t ə k	1 5 7 1 7 1	ACXBYN	kratIk	14	14.k.C 14.r.C 14.a.V 14.t.C 14.I.V 14.k.c	2.0 1.5 1.5 1.75 1.3 0.8	0	593	ˈk - r àː t ə k - -
526	32	short	короткий	kɐˈrotkʲɪj	Russian	k ɐ ˈr o t kʲ ɪ j	1 7 5 7 1 1 7 6	AXBYMBYN	karotkiy	9	9.k.C 9.a.V 9.r.C 9.o.V 9.t.c 9.k.C 9.i.V 9.y.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	0	593	k ɐ ˈr o t - kʲ ɪ j
528	32	short	короткий	kɐˈrotkʲɪj	Ukrainian	k ɐ ˈr o t kʲ ɪ j	1 7 5 7 1 1 7 6	AXBYMBYN	karotkiy	15	15.k.C 15.a.V 15.r.C 15.o.V 15.t.c 15.k.C 15.i.V 15.y.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	0	593	k ɐ ˈr o t - kʲ ɪ j
#
977	61	skin	skin	skɪn	English	s k ɪ n	3 1 7 4	ACYN	skin	4	4.s.C 4.k.C 4.i.V 4.n.c	2.0 1.5 1.3 0.8	0	597	s k ɪ n -
978	61	skin	кожа	ˈkɔʒə	Old Church Slavonic	ˈk ɔ ʒ ə	1 7 3 7	AXBZ	koZI	7	7.k.C 7.o.V 7.Z.C 7.I.V	2.0 1.5 1.75 0.8	0	595	ˈk ɔ ʒ ə
979	61	skin	kůže	kuʒɛ	Czech	k u ʒ ɛ	1 7 3 7	AXBZ	kuZE	3	3.k.C 3.u.V 3.Z.C 3.E.V	2.0 1.5 1.75 0.8	0	595	k u ʒ ɛ
980	61	skin	skóra	ˈskura	Polish	ˈs k u r a	3 1 7 5 7	ACYBZ	skura	8	8.s.C 8.k.C 8.u.V 8.r.C 8.a.V	2.0 1.5 1.3 1.75 0.8	0	597	ˈs k u r a
981	61	skin	koža	kôʒa	Slovak	k ô ʒ a	1 7 3 7	AXBZ	koZa	13	13.k.C 13.o.V 13.Z.C 13.a.V	2.0 1.5 1.75 0.8	0	595	k ô ʒ a
982	61	skin	kóža	ˈkɨʒa	Lower Sorbian	ˈk ɨ ʒ a	1 7 3 7	AXBZ	kIZa	5	5.k.C 5.I.V 5.Z.C 5.a.V	2.0 1.5 1.75 0.8	0	595	ˈk ɨ ʒ a
983	61	skin	koža	kôʒa	Upper Sorbian	k ô ʒ a	1 7 3 7	AXBZ	koZa	16	16.k.C 16.o.V 16.Z.C 16.a.V	2.0 1.5 1.75 0.8	0	595	k ô ʒ a
984	61	skin	кожа	ˈkɔʒə	Bulgarian	ˈk ɔ ʒ ə	1 7 3 7	AXBZ	koZI	2	2.k.C 2.o.V 2.Z.C 2.I.V	2.0 1.5 1.75 0.8	0	595	ˈk ɔ ʒ ə
985	61	skin	кожа	ˈkɔʒə	Macedonian	ˈk ɔ ʒ ə	1 7 3 7	AXBZ	koZI	6	6.k.C 6.o.V 6.Z.C 6.I.V	2.0 1.5 1.75 0.8	0	595	ˈk ɔ ʒ ə
986	61	skin	koža	kôʒa	Serbo-Croatian Latin	k ô ʒ a	1 7 3 7	AXBZ	koZa	12	12.k.C 12.o.V 12.Z.C 12.a.V	2.0 1.5 1.75 0.8	0	595	k ô ʒ a
987	61	skin	кожа	ˈkɔʒə	Serbo-Croatian Cyrillic	ˈk ɔ ʒ ə	1 7 3 7	AXBZ	koZI	11	11.k.C 11.o.V 11.Z.C 11.I.V	2.0 1.5 1.75 0.8	0	595	ˈk ɔ ʒ ə
988	61	skin	koža	kôʒa	Slovene	k ô ʒ a	1 7 3 7	AXBZ	koZa	14	14.k.C 14.o.V 14.Z.C 14.a.V	2.0 1.5 1.75 0.8	0	595	k ô ʒ a
990	61	skin	кожа	ˈkɔʒə	Russian	ˈk ɔ ʒ ə	1 7 3 7	AXBZ	koZI	9	9.k.C 9.o.V 9.Z.C 9.I.V	2.0 1.5 1.75 0.8	0	595	ˈk ɔ ʒ ə
991	61	skin	скора	skɐˈra	Rusyn	s k ɐ ˈr a	3 1 7 5 7	ACYBZ	skara	10	10.s.C 10.k.C 10.a.V 10.r.C 10.a.V	2.0 1.5 1.3 1.75 0.8	0	597	s k ɐ ˈr a
#
2577	161	sky	sky	skaɪ	English	s k aɪ	3 1 7	ACZ	ska	4	4.s.C 4.k.C 4.a.V	2.0 1.5 0.8	0	601	s k aɪ
2578	161	sky	нєбо	ˈnʲebə	Old Church Slavonic	ˈnʲ e b ə	4 7 1 7	AXBZ	nebI	7	7.n.C 7.e.V 7.b.C 7.I.V	2.0 1.5 1.75 0.8	0	598	ˈnʲ e b ə
2579	161	sky	nebe	ʹnɛbɛ	Czech	ʹn ɛ b ɛ	4 7 1 7	AXBZ	nEbE	3	3.n.C 3.E.V 3.b.C 3.E.V	2.0 1.5 1.75 0.8	0	598	ʹn ɛ b ɛ
2580	161	sky	niebo	ˈɲɛbɔ	Polish	ˈɲ ɛ b ɔ	4 7 1 7	AXBZ	HEbo	8	8.H.C 8.E.V 8.b.C 8.o.V	2.0 1.5 1.75 0.8	0	598	ˈɲ ɛ b ɔ
2581	161	sky	nebo	ˈnɛbo	Slovak	ˈn ɛ b o	4 7 1 7	AXBZ	nEbo	13	13.n.C 13.E.V 13.b.C 13.o.V	2.0 1.5 1.75 0.8	0	598	ˈn ɛ b o
2584	161	sky	небе	nɛˈbɛ	Bulgarian	n ɛ ˈb ɛ	4 7 1 7	AXBZ	nEbE	2	2.n.C 2.E.V 2.b.C 2.E.V	2.0 1.5 1.75 0.8	0	598	n ɛ ˈb ɛ
2585	161	sky	небо	ˈnʲebə	Macedonian	ˈnʲ e b ə	4 7 1 7	AXBZ	nebI	6	6.n.C 6.e.V 6.b.C 6.I.V	2.0 1.5 1.75 0.8	0	598	ˈnʲ e b ə
2586	161	sky	nebo	ˈnɛbo	Serbo-Croatian Latin	ˈn ɛ b o	4 7 1 7	AXBZ	nEbo	12	12.n.C 12.E.V 12.b.C 12.o.V	2.0 1.5 1.75 0.8	0	598	ˈn ɛ b o
2587	161	sky	небо	ˈnʲebə	Serbo-Croatian Cyrillic	ˈnʲ e b ə	4 7 1 7	AXBZ	nebI	11	11.n.C 11.e.V 11.b.C 11.I.V	2.0 1.5 1.75 0.8	0	598	ˈnʲ e b ə
2588	161	sky	nebo	ˈnɛbo	Slovene	ˈn ɛ b o	4 7 1 7	AXBZ	nEbo	14	14.n.C 14.E.V 14.b.C 14.o.V	2.0 1.5 1.75 0.8	0	598	ˈn ɛ b o
2589	161	sky	неба	ˈnʲebə	Belarusian	ˈnʲ e b ə	4 7 1 7	AXBZ	nebI	1	1.n.C 1.e.V 1.b.C 1.I.V	2.0 1.5 1.75 0.8	0	598	ˈnʲ e b ə
2590	161	sky	небо	ˈnʲebə	Russian	ˈnʲ e b ə	4 7 1 7	AXBZ	nebI	9	9.n.C 9.e.V 9.b.C 9.I.V	2.0 1.5 1.75 0.8	0	598	ˈnʲ e b ə
2591	161	sky	небо	ˈnʲebə	Rusyn	ˈnʲ e b ə	4 7 1 7	AXBZ	nebI	10	10.n.C 10.e.V 10.b.C 10.I.V	2.0 1.5 1.75 0.8	0	598	ˈnʲ e b ə
2592	161	sky	небо	ˈnʲebə	Ukrainian	ˈnʲ e b ə	4 7 1 7	AXBZ	nebI	15	15.n.C 15.e.V 15.b.C 15.I.V	2.0 1.5 1.75 0.8	0	598	ˈnʲ e b ə
#
497	31	small	small	smɔːl	English	s m ɔː l	3 4 7 5	ACXN	smol	4	4.s.C 4.m.C 4.o.V 4.l.c	2.0 1.5 1.5 0.8	0	605	s m ɔː l - -
499	31	small	malý	mali	Czech	m a l i	4 7 5 7	AXBZ	mali	3	3.m.C 3.a.V 3.l.C 3.i.V	2.0 1.5 1.75 0.8	0	605	- m a l i -
500	31	small	mały	ˈmawɨ	Polish	ˈm a w ɨ	4 7 6 7	AXBZ	mawI	8	8.m.C 8.a.V 8.w.C 8.I.V	2.0 1.5 1.75 0.8	0	605	- ˈm a w ɨ -
501	31	small	malý	mali	Slovak	m a l i	4 7 5 7	AXBZ	mali	13	13.m.C 13.a.V 13.l.C 13.i.V	2.0 1.5 1.75 0.8	0	605	- m a l i -
502	31	small	mały	ˈmawɨ	Lower Sorbian	ˈm a w ɨ	4 7 6 7	AXBZ	mawI	5	5.m.C 5.a.V 5.w.C 5.I.V	2.0 1.5 1.75 0.8	0	605	- ˈm a w ɨ -
503	31	small	mały	ˈmawɨ	Upper Sorbian	ˈm a w ɨ	4 7 6 7	AXBZ	mawI	16	16.m.C 16.a.V 16.w.C 16.I.V	2.0 1.5 1.75 0.8	0	605	- ˈm a w ɨ -
504	31	small	малък	ˈmalək	Bulgarian	ˈm a l ə k	4 7 5 7 1	AXBYN	malIk	2	2.m.C 2.a.V 2.l.C 2.I.V 2.k.c	2.0 1.5 1.75 1.3 0.8	0	605	- ˈm a l ə k
505	31	small	мал	mɑɫ	Macedonian	m ɑ ɫ	4 7 5	AXN	mol	6	6.m.C 6.o.V 6.l.c	2.0 1.5 0.8	0	605	- m ɑ ɫ - -
506	31	small	mȃl	mal	Serbo-Croatian Latin	m a l	4 7 5	AXN	mal	12	12.m.C 12.a.V 12.l.c	2.0 1.5 0.8	0	605	- m a l - -
507	31	small	ма̑л	mɑɫ	Serbo-Croatian Cyrillic	m ɑ ɫ	4 7 5	AXN	mol	11	11.m.C 11.o.V 11.l.c	2.0 1.5 0.8	0	605	- m ɑ ɫ - -
508	31	small	majhen	ˈmáːjxən	Slovene	ˈm áː j x ə n	4 7 6 3 7 4	AXMBYN	mayxIn	14	14.m.C 14.a.V 14.y.c 14.x.C 14.I.V 14.n.c	2.0 1.5 1.1 1.75 1.3 0.8	0	613	ˈm áː j x ə n
510	31	small	маленький	ˈmalʲɪnʲkʲɪj	Russian	ˈm a lʲ ɪ nʲ kʲ ɪ j	4 7 5 7 4 1 7 6	AXBYMBYN	malinkiy	9	9.m.C 9.a.V 9.l.C 9.i.V 9.n.c 9.k.C 9.i.V 9.y.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	0	608	ˈm a lʲ ɪ nʲ kʲ ɪ j
511	31	small	малый	ˈmalɨj	Rusyn	ˈm a l ɨ j	4 7 5 7 6	AXBYN	malIy	10	10.m.C 10.a.V 10.l.C 10.I.V 10.y.c	2.0 1.5 1.75 1.3 0.8	0	605	- ˈm a l ɨ j
512	31	small	маленький	ˈmalʲɪnʲkʲɪj	Ukrainian	ˈm a lʲ ɪ nʲ kʲ ɪ j	4 7 5 7 4 1 7 6	AXBYMBYN	malinkiy	15	15.m.C 15.a.V 15.l.C 15.i.V 15.n.c 15.k.C 15.i.V 15.y.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	0	608	ˈm a lʲ ɪ nʲ kʲ ɪ j
#
2641	165	smoke	smoke	sməʊk	English	s m əʊ k	3 4 7 1	ACXN	smIk	4	4.s.C 4.m.C 4.I.V 4.k.c	2.0 1.5 1.5 0.8	0	617	s m əʊ k
2643	165	smoke	kouř	ˈkour	Czech	ˈk ou r	1 7 5	AXN	kor	3	3.k.C 3.o.V 3.r.c	2.0 1.5 0.8	0	616	ˈk ou r
2644	165	smoke	dym	dɨm	Polish	d ɨ m	1 7 4	AXN	dIm	8	8.d.C 8.I.V 8.m.c	2.0 1.5 0.8	0	618	d ɨ m
2645	165	smoke	dym	dɨm	Slovak	d ɨ m	1 7 4	AXN	dIm	13	13.d.C 13.I.V 13.m.c	2.0 1.5 0.8	0	618	d ɨ m
2646	165	smoke	dym	dɨm	Lower Sorbian	d ɨ m	1 7 4	AXN	dIm	5	5.d.C 5.I.V 5.m.c	2.0 1.5 0.8	0	618	d ɨ m
2647	165	smoke	kur	ˈkur	Upper Sorbian	ˈk u r	1 7 5	AXN	kur	16	16.k.C 16.u.V 16.r.c	2.0 1.5 0.8	0	616	ˈk u r
2648	165	smoke	пушек	ˈpuʂɨk	Bulgarian	ˈp u ʂ ɨ k	1 7 3 7 1	AXBYN	puSIk	2	2.p.C 2.u.V 2.S.C 2.I.V 2.k.c	2.0 1.5 1.75 1.3 0.8	0	615	ˈp u ʂ ɨ k
2649	165	smoke	дим	dîm	Macedonian	d î m	1 7 4	AXN	dim	6	6.d.C 6.i.V 6.m.c	2.0 1.5 0.8	0	618	d î m
2650	165	smoke	dim	dɪm	Serbo-Croatian Latin	d ɪ m	1 7 4	AXN	dim	12	12.d.C 12.i.V 12.m.c	2.0 1.5 0.8	0	618	d ɪ m
2651	165	smoke	дим	dîm	Serbo-Croatian Cyrillic	d î m	1 7 4	AXN	dim	11	11.d.C 11.i.V 11.m.c	2.0 1.5 0.8	0	618	d î m
2652	165	smoke	dim	dɪm	Slovene	d ɪ m	1 7 4	AXN	dim	14	14.d.C 14.i.V 14.m.c	2.0 1.5 0.8	0	618	d ɪ m
2653	165	smoke	дым	dɯm	Belarusian	d ɯ m	1 7 4	AXN	dum	1	1.d.C 1.u.V 1.m.c	2.0 1.5 0.8	0	618	d ɯ m
2654	165	smoke	дым	dɯm	Russian	d ɯ m	1 7 4	AXN	dum	9	9.d.C 9.u.V 9.m.c	2.0 1.5 0.8	0	618	d ɯ m
2655	165	smoke	дым	dɯm	Rusyn	d ɯ m	1 7 4	AXN	dum	10	10.d.C 10.u.V 10.m.c	2.0 1.5 0.8	0	618	d ɯ m
2656	165	smoke	дим	dîm	Ukrainian	d î m	1 7 4	AXN	dim	15	15.d.C 15.i.V 15.m.c	2.0 1.5 0.8	0	618	d î m
#
3073	192	smooth	smooth	smuːð	English	s m uː ð	3 4 7 3	ACXN	smu8	4	4.s.C 4.m.C 4.u.V 4.8.c	2.0 1.5 1.5 0.8	0	619	s m uː ð
3076	192	smooth	gładki	ˈɡwatkʲi	Polish	ˈɡ w a t kʲ i	1 6 7 1 1 7	ACXMBZ	gwatki	8	8.g.C 8.w.C 8.a.V 8.t.c 8.k.C 8.i.V	2.0 1.5 1.5 1.1 1.75 0.8	0	620	ˈɡ w a t kʲ i -
3078	192	smooth	gładki	ˈɡwatkʲi	Lower Sorbian	ˈɡ w a t kʲ i	1 6 7 1 1 7	ACXMBZ	gwatki	5	5.g.C 5.w.C 5.a.V 5.t.c 5.k.C 5.i.V	2.0 1.5 1.5 1.1 1.75 0.8	0	620	ˈɡ w a t kʲ i -
3082	192	smooth	gladak	ɡlâdak	Serbo-Croatian Latin	ɡ l â d a k	1 5 7 1 7 1	ACXBYN	gladak	12	12.g.C 12.l.C 12.a.V 12.d.C 12.a.V 12.k.c	2.0 1.5 1.5 1.75 1.3 0.8	0	623	ɡ l â d a k
3083	192	smooth	гладак	ɡlâdak	Serbo-Croatian Cyrillic	ɡ l â d a k	1 5 7 1 7 1	ACXBYN	gladak	11	11.g.C 11.l.C 11.a.V 11.d.C 11.a.V 11.k.c	2.0 1.5 1.5 1.75 1.3 0.8	0	623	ɡ l â d a k
3086	192	smooth	гладкий	ˈɡlatkʲɪj	Russian	ˈɡ l a t kʲ ɪ j	1 5 7 1 1 7 6	ACXMBYN	glatkiy	9	9.g.C 9.l.C 9.a.V 9.t.c 9.k.C 9.i.V 9.y.c	2.0 1.5 1.5 1.1 1.75 1.3 0.8	0	620	ˈɡ l a t kʲ ɪ j
#
769	48	snake	snake	ˈsneɪk	English	ˈs n eɪ k	3 4 7 1	ACXN	snek	4	4.s.C 4.n.C 4.e.V 4.k.c	2.0 1.5 1.5 0.8	0	626	ˈs n eɪ k
771	48	snake	had	hæd	Czech	h æ d	3 7 1	AXN	hEd	3	3.h.C 3.E.V 3.d.c	2.0 1.5 0.8	0	625	h æ d
772	48	snake	wąż	vɔwʂ	Polish	v ɔ w ʂ	3 7 6 3	AXLN	vowS	8	8.v.C 8.o.V 8.w.c 8.S.c	2.0 1.5 1.1 0.8	0	629	v ɔ w ʂ
773	48	snake	had	hæd	Slovak	h æ d	3 7 1	AXN	hEd	13	13.h.C 13.E.V 13.d.c	2.0 1.5 0.8	0	625	h æ d
774	48	snake	wuž	uʃ	Lower Sorbian	u ʃ	7 3	XN	uS	5	5.u.V 5.S.c	1.5 0.8	0	627	u ʃ
775	48	snake	had	hæd	Upper Sorbian	h æ d	3 7 1	AXN	hEd	16	16.h.C 16.E.V 16.d.c	2.0 1.5 0.8	0	625	h æ d
776	48	snake	змия	zmiˈja	Bulgarian	z m i ˈj a	3 4 7 6 7	ACXBZ	zmiya	2	2.z.C 2.m.C 2.i.V 2.y.C 2.a.V	2.0 1.5 1.5 1.75 0.8	0	624	z m i ˈj a
777	48	snake	змија	zmǐja	Macedonian	z m ǐ j a	3 4 7 6 7	ACXBZ	zmiya	6	6.z.C 6.m.C 6.i.V 6.y.C 6.a.V	2.0 1.5 1.5 1.75 0.8	0	624	z m ǐ j a
778	48	snake	zmija	ˈzmʲija	Serbo-Croatian Latin	ˈz mʲ i j a	3 4 7 6 7	ACXBZ	zmiya	12	12.z.C 12.m.C 12.i.V 12.y.C 12.a.V	2.0 1.5 1.5 1.75 0.8	0	624	ˈz mʲ i j a
779	48	snake	змија	zmǐja	Serbo-Croatian Cyrillic	z m ǐ j a	3 4 7 6 7	ACXBZ	zmiya	11	11.z.C 11.m.C 11.i.V 11.y.C 11.a.V	2.0 1.5 1.5 1.75 0.8	0	624	z m ǐ j a
780	48	snake	kača	ˈkàːtʃa	Slovene	ˈk àː t ʃ a	1 7 1 3 7	AXBCZ	katSa	14	14.k.C 14.a.V 14.t.C 14.S.C 14.a.V	2.0 1.5 1.75 1.5 0.8	0	631	ˈk àː t ʃ a
782	48	snake	змея	zmʲɪˈja	Russian	z mʲ ɪ ˈj a	3 4 7 6 7	ACXBZ	zmiya	9	9.z.C 9.m.C 9.i.V 9.y.C 9.a.V	2.0 1.5 1.5 1.75 0.8	0	624	z mʲ ɪ ˈj a
